name,BNN
1AX,0.8912649
4U3,0.9008873
2FM,0.89350986
2AR,0.89060915
2DT,0.8927388
1HQ,0.8928709
1LE,0.902764
4XT,0.8880329
2SB,0.8940176
6VC,0.88715804
2AR,0.9002411
6V9,0.89628065
2DU,0.8878973
3UJ,0.8974444
1UK,0.8863657
1LE,0.8804494
2PH,0.8943292
2DU,0.8941538
1QF,0.8890052
2GM,0.8962
4M3,0.8975853
1WB,0.88968134
2E7,0.891291
1LU,0.8827704
1RI,0.8818722
1Q8,0.89588404
5AV,0.8999076
5T5,0.89130056
5KX,0.9026909
1LU,0.88874835
2GM,0.8953735
5KX,0.89854944
1GS,0.89969444
1QO,0.8980564
5T7,0.8976892
1UZ,0.89499533
5U3,0.8928553
1V0,0.8902197
5T5,0.89382994
1FA,0.90258867
1DZ,0.8938273
5KX,0.8965534
5EY,0.88998526
1UZ,0.88599026
2E7,0.8994454
1BZ,0.9020654
5EY,0.88579065
5KX,0.89128816
2GN,0.8948841
1CI,0.9039466
1QN,0.89365405
1QO,0.89637125
1Q8,0.8911977
1FN,0.89664584
3WO,0.8886978
3WC,0.8843481
3IP,0.88698184
1LO,0.8934212
1LU,0.89746845
1N4,0.88489664
1LO,0.8991235
2GN,0.89357406
2GM,0.88745916
2BQ,0.89652836
3WC,0.88935673
1FA,0.8895084
1Q8,0.8993808
1FN,0.89667636
1JX,0.89467555
5T5,0.8915683
1RI,0.89443445
2GN,0.88745165
1LO,0.8895582
1WB,0.89104444
2GN,0.89049613
1DB,0.8871652
4WV,0.89906514
5T5,0.89281356
2AU,0.89198905
1Q8,0.89885604
1CR,0.89040804
5T5,0.89355135
2ZM,0.8960907
2D3,0.89360267
6VG,0.8897115
1FY,0.89661586
1LO,0.8953821
1SB,0.898065
5T5,0.89408
1QO,0.8913475
1F9,0.8994457
1SB,0.88719577
2GN,0.88760126
1RI,0.8988242
1LO,0.8887385
2E5,0.8914765
1LO,0.888957
2GN,0.8869284
1SB,0.8799669
2ZM,0.9021265
1CQ,0.89371777
1V6,0.8875408
2DV,0.8973789
2B7,0.8936342
3ZY,0.89624536
1LE,0.8974695
1AX,0.8927207
3UK,0.88434374
2DT,0.897884
2DV,0.89475936
1V6,0.90299064
6VA,0.889682
2DV,0.89349383
1AX,0.89689237
1GN,0.8933221
2EI,0.8980279
1AX,0.8999097
6VA,0.88887995
1V6,0.9029797
1V6,0.884416
1LE,0.8911743
1V6,0.90276927
1V6,0.8934123
2DV,0.88635033
2PE,0.8962703
3ZV,0.89295024
1GZ,0.89602184
1BJ,0.89097863
1SF,0.89355624
1V6,0.89339083
2AR,0.8919123
6AQ,0.8983137
1Q8,0.8964712
6AQ,0.89692146
2E5,0.89439404
b00,0.89503175
b1b,0.8937462
b21,0.89050734
b2c,0.8826845
b2d,0.8997448
b2f,0.89271486
b32,0.88977116
b35,0.89760894
b43,0.8983556
b50,0.89346665
b52,0.8915719
b59,0.89476645
b59,0.89263123
b79,0.8967039
b80,0.89864093
b99,0.8944486
4I4,0.9031261
2y9,0.8923645
4I4,0.8969544
4I4,0.900799
4I4,0.8899158
4I4,0.8940309
4I4,0.8944189
2Y9,0.8981145
4I4,0.8946536
4I4,0.8883432
5YN,0.88715804
4j3,0.88410246
2y4,0.8913492
2FH,0.8846928
2FH,0.89394873
2FH,0.88418704
2FH,0.8875632
2FH,0.881528
6J4,0.89371526
4J3,0.886
6J3,0.8847001
4J3,0.89217436
4J3,0.89039534
4J3,0.89516246
4J3,0.8849989
b9e,0.8791952
ba2,0.89141285
ba9,0.8894928
bac,0.88893527
6KZ,0.8826125
3al,0.90043086
6gh,0.89326173
7L6,0.8918859
4N3,0.88427895
1K9,0.8898386
6JJ,0.88949597
3P7,0.8973562
4N3,0.89156264
7L6,0.8894242
4KZ,0.8898293
7L6,0.89091206
4N3,0.8864163
2XR,0.88969344
6A7,0.88811636
1K9,0.8876046
6PW,0.8914405
4N3,0.89127445
7L6,0.8887944
4N3,0.88983023
7L6,0.8802436
3P5,0.8924427
4MT,0.88370067
7JU,0.8930276
3P5,0.898756
4N3,0.8882679
7L6,0.8973433
7JU,0.89042413
6PW,0.8967854
6A7,0.8891287
7L6,0.89898884
5VY,0.88536215
1SL,0.88977015
1EG,0.8940695
3ZH,0.8941122
4ZR,0.89291286
1SL,0.88751155
2OX,0.8918716
6XI,0.8730896
1SL,0.88750637
5B1,0.80097455
1JZ,0.88203347
2OX,0.88561505
3C2,0.894662
5K8,0.90270054
6YA,0.88225126
3KQ,0.8944052
2IT,0.88928235
5JQ,0.88306254
5JP,0.8847154
4ZE,0.8873722
2IT,0.8912455
3WB,0.89445746
1WM,0.89061487
1EG,0.8904888
1XP,0.8917578
3WB,0.8872263
1DV,0.87227523
3WB,0.88933563
6GH,0.8968377
4AK,0.88846713
5B1,0.8836705
1WM,0.88880146
4ZE,0.8946557
1XA,0.8874086
6W1,0.88745916
3AL,0.89147156
6PU,0.88727015
3P5,0.8790655
3P5,0.88594997
3VY,0.88663465
3VY,0.8820658
3P5,0.88386285
7L6,0.8870598
3P7,0.8866228
3AL,0.88929
3WH,0.8812475
4N3,0.8852192
6PY,0.880295
3WH,0.8846079
3WH,0.887996
4GK,0.88944024
4EZ,0.7901514
b0b,0.89068735
b1d,0.86874974
b30,0.8807074
b3a,0.8768296
5ZH,0.90096873
5ZH,0.89524907
2ZH,0.7656342
3oy,0.89088964
5h9,0.8915024
3ap,0.8823341
6eo,0.89663106
5t7,0.8743866
5e8,0.88748395
3oy,0.8906635
3t1,0.8868314
5du,0.8884554
1kj,0.8861701
6eo,0.89123696
4y2,0.8898422
3ay,0.88454026
3ay,0.8951725
3t2,0.8860733
4lb,0.8851668
5h9,0.89960706
4ym,0.86839277
2xg,0.89479685
4jc,0.88678664
5od,0.8839885
6i7,0.8856354
6i7,0.89452964
6i7,0.8868743
5nf,0.9058267
6g0,0.88134307
5e8,0.8919902
5e8,0.88276446
3t1,0.89600784
3zx,0.890996
4gx,0.88799334
5h9,0.89559823
5h9,0.9053587
4lb,0.8943037
3ap,0.8933592
5oa,0.89317816
3i8,0.8689332
4jc,0.8885765
2nn,0.89970905
5nf,0.88785934
6i7,0.8965742
5nf,0.8917233
6i7,0.8914269
2ZH,0.88468087
4XB,0.8889922
2YY,0.7999104
5NM,0.88772666
2NM,0.88975716
2ZH,0.89026624
3GA,0.85765076
2D6,0.9002924
4R9,0.8986109
4Q2,0.8853184
4Q2,0.89464724
4XB,0.8862665
1GZ,0.8909303
1BK,0.8889407
2DY,0.89550287
4Y1,0.8951478
3LS,0.8866223
4R9,0.89527446
5NM,0.88600767
5NL,0.89685506
2YV,0.89463013
2YX,0.8937721
6I7,0.88393176
5NL,0.89411926
5OD,0.8917879
2ZH,0.9028306
3LS,0.8838317
4Y1,0.8960207
4R9,0.89638394
4Q2,0.9046236
2XG,0.8925072
4R9,0.89286405
5DU,0.8803379
3WL,0.8947275
4UW,0.89143455
1HL,0.8144266
1SL,0.88899267
1SL,0.88570833
5NF,0.8880844
3AP,0.89759225
5EX,0.8898293
3DU,0.8933586
5GZ,0.89397496
3ZS,0.8915864
3ZS,0.8946036
5GZ,0.8861669
3AJ,0.888453
1IS,0.8562309
3AP,0.89429015
5NF,0.88904333
1SL,0.8930117
4UW,0.80121183
4UW,0.88661176
7BE,0.89344585
5T7,0.8863815
3AP,0.8859779
5NF,0.89386094
3M2,0.88855755
3AP,0.89171255
5NF,0.8935075
5GA,0.8001257
1IS,0.88596356
1WL,0.89395875
5IU,0.8937543
5GZ,0.8948857
5GZ,0.8893663
3OJ,0.89308894
3AJ,0.8973733
1IS,0.88608915
3AP,0.8909224
1SL,0.87718976
4BM,0.8977585
5T7,0.86692894
4UW,0.8767845
6QL,0.88708097
4YM,0.8876516
4LB,0.88525975
5MW,0.8877861
5GZ,0.9038736
3ZS,0.8971032
3ZS,0.8900174
1WL,0.89311206
7P8,0.8953754
4NO,0.88497657
4YM,0.8879253
6QL,0.87889004
5T7,0.88595784
4YM,0.8993844
3W5,0.88681537
4WV,0.8016084
4BM,0.88948125
1W6,0.89266986
1W6,0.8924855
5E8,0.8839939
1WL,0.89238596
1IS,0.88860404
1KJ,0.8838466
4WV,0.8576642
3WU,0.87532026
3W5,0.8877764
4YM,0.885812
5DG,0.8792016
1A3,0.8927595
4YL,0.88863105
5OA,0.8932762
3NV,0.87510216
4JC,0.88411987
3VK,0.8947485
2EA,0.9029439
3VK,0.88884306
5JP,0.8893938
5T7,0.8891617
6QL,0.89500606
5DG,0.88716584
4LB,0.8842732
5MW,0.8940786
3NV,0.87722576
2GA,0.7914914
5E8,0.8926074
5E8,0.8909389
3NV,0.84599096
4LB,0.8894865
6QL,0.8814381
6QL,0.8880501
6FO,0.8916038
6F8,0.87898684
1QM,0.89324284
6F6,0.89875585
4LB,0.8810419
6RH,0.8923925
3T2,0.89147174
6Y4,0.89045954
3AP,0.8943804
6RH,0.8913435
4LB,0.886514
4BM,0.8877653
4BL,0.8979837
5VW,0.8317944
6QL,0.89612484
6QL,0.89351493
4LB,0.88686246
3NV,0.7760164
5JP,0.89170897
3T1,0.904671
1W6,0.89830256
1W6,0.88202035
3AK,0.8859649
1KJ,0.89029086
3T1,0.89085233
5NF,0.8922838
4LB,0.8935245
4BL,0.89741075
6QL,0.9009341
4Y2,0.8875512
3I8,0.8575018
6QG,0.8920687
2D6,0.8911787
6Q0,0.8923067
5DU,0.89180136
5H9,0.88944596
3AY,0.89712226
6I7,0.89828616
4Q1,0.88526285
6I7,0.8932975
3AY,0.88167876
3VV,0.8896731
5H9,0.8964494
4GA,0.8913697
2D6,0.8860272
2D6,0.8875159
6QG,0.90213996
6Q1,0.8884274
5DU,0.8855646
5H9,0.89162046
4GX,0.88825434
5NL,0.8895488
4XB,0.80368793
6I7,0.89849645
4Q1,0.8898454
6I7,0.8880474
5H9,0.8913735
5DU,0.7825707
2D6,0.89718515
4GA,0.8918098
4Y2,0.88421965
2D6,0.88440925
2YM,0.8936125
5NL,0.8881914
6KX,0.8863471
3ZX,0.88020766
2ZK,0.90400153
6F2,0.9034891
5NM,0.8966876
6KX,0.8863467
3ZX,0.85589725
4XZ,0.8893943
4RL,0.89696217
4Y2,0.8998953
6B8,0.89381945
6B9,0.88267833
6Y7,0.88926184
6H6,0.8963029
6EY,0.8983722
6VT,0.8017904
7TK,0.8769245
3AY,0.900813
7TR,0.8924912
7N5,0.8931554
7N8,0.7999395
6VT,0.8905978
7RD,0.79638094
b08,0.8854164
b29,0.890895
b2f,0.89633787
b4c,0.8906047
b88,0.88655174
b9a,0.89261544
4G9,0.8908836
4G9,0.88574713
3AC,0.8957804
3AC,0.8837612
3AC,0.8731578
n04,0.7973319
n06,0.13259274
n07,0.5316514
n08,0.7431403
b13,0.88103265
b1c,0.8881475
n57,0.8630983
n66,0.8789762
n67,0.6214774
n67,0.58667874
n68,0.7839509
n69,0.71349716
n6e,0.08592325
n70,0.7081068
n72,0.86403114
n74,0.2721836
n76,0.35011584
n79,0.7241428
n7c,0.875329
n92,0.5218785
n92,0.8733977
n93,0.8587289
n96,0.7411394
n97,0.3228922
n98,0.71213436
n9b,0.70426685
n9f,0.6069356
na3,0.85684615
na5,0.61951005
na5,0.2622983
na6,0.8781067
nb0,0.7902025
nb0,0.70830196
2ZX,0.8844144
2ZX,0.8915679
2ZX,0.88497096
2ZX,0.8777601
5H4,0.89118177
2ZB,0.88440704
4cz,0.8907193
4pf,0.893052
1jy,0.8914455
1jo,0.8939007
1jn,0.8962971
1jy,0.8898346
1DQ,0.8933285
5TG,0.8928976
1AZ,0.904606
1EN,0.8859223
5BY,0.88190526
1EN,0.89596653
1DQ,0.8927487
1DQ,0.8995088
6GW,0.88679963
1EN,0.8936192
4TZ,0.89737463
2EF,0.8883046
1C5,0.8910456
2D7,0.8875252
1QD,0.8893657
1DG,0.8889249
2P3,0.88753414
2UU,0.8879725
3CN,0.8925241
1DQ,0.8880476
1DQ,0.8980274
3EN,0.8930403
2P3,0.88776207
1CN,0.8946701
4PC,0.89085865
1DQ,0.8965697
2JE,0.8915719
2OW,0.8935358
4K1,0.8965527
3A0,0.89423245
1NL,0.88679266
4I3,0.8803094
1JY,0.89939153
4K1,0.89059556
1CE,0.8951193
3U4,0.8934326
1TE,0.88945943
3SN,0.89026564
1I3,0.89436424
1GI,0.8872854
5WE,0.889345
4L8,0.8884776
2CY,0.8901514
2CT,0.89199305
2CW,0.88766354
2JE,0.88810796
4NO,0.8991769
4K2,0.8958435
5YG,0.8947231
1JO,0.89675426
4K2,0.89128923
1QN,0.89387465
5CN,0.8921832
1BX,0.894801
4H5,0.8841513
1NX,0.8946908
1WU,0.8888658
2OV,0.8940911
3RS,0.88883764
3RR,0.8921305
1JY,0.895191
1JB,0.89644086
1SC,0.8950952
1SC,0.8962666
1H9,0.89171994
2JD,0.8959383
1JU,0.8960985
1AP,0.8864481
1GK,0.8920242
1JW,0.89068556
4P1,0.8923017
1H9,0.90251875
1CJ,0.90091324
2EN,0.8895098
6CJ,0.8886555
2D3,0.89216614
2JE,0.89356124
2CN,0.8905786
2D3,0.8890395
1XQ,0.88567525
3D4,0.88574904
5U3,0.89422417
1JN,0.891743
4PF,0.88683665
1QG,0.89196205
1CO,0.8919462
4Z8,0.88535535
2P2,0.8907526
3SH,0.89186895
1VL,0.8891204
1QD,0.898544
1HQ,0.88994294
3AX,0.8904279
1CV,0.88823384
1ON,0.8992674
1VA,0.89499664
4TY,0.89393556
4CZ,0.90011156
5UU,0.8947762
1VA,0.89696664
1MV,0.8937789
5Z5,0.89467573
7MG,0.8929043
7MG,0.8904227
4MY,0.88685596
b3a,0.8816657
b3d,0.8905096
b42,0.89731866
b9e,0.9012858
7KM,0.88419056
3vz,0.8917383
3lm,0.8872172
2bm,0.89028376
1VB,0.9002477
3VY,0.8882391
3VY,0.88901454
5KR,0.8932087
5TQ,0.8944804
5XF,0.88524926
4DD,0.88796663
5XF,0.888838
3LM,0.8855613
5AV,0.8911403
4PI,0.89667654
4PI,0.896342
4AK,0.9022519
7V4,0.8799728
4PI,0.8926506
6FL,0.88799345
1X1,0.8852313
1J4,0.89208573
5GV,0.8888632
5EX,0.8968794
6FL,0.8917983
5M6,0.89016163
4PI,0.88937604
1C3,0.8820572
6FL,0.89093626
3LL,0.8938199
3MI,0.8939816
7V4,0.88545436
1JO,0.8793384
1C3,0.89365923
3WO,0.89073145
3LL,0.8972864
3MI,0.89271307
3MI,0.88919944
1C3,0.8888391
3WO,0.88540566
3R5,0.8959519
3VZ,0.8995517
2BN,0.89226377
1XX,0.88926804
3R5,0.894281
3VZ,0.89717066
3VZ,0.88927186
3R5,0.88962686
1XX,0.88969505
2BM,0.88835466
2BM,0.89381707
b23,0.9004992
b41,0.8793791
b41,0.89225864
ba3,0.89404505
4OI,0.78944314
1B2,0.8835594
8A9,0.893466
1NP,0.8651457
1XD,0.8982935
1BW,0.8801079
1XD,0.89165413
1KJ,0.88776505
3DZ,0.87674266
4PD,0.8857808
1MS,0.87854147
4OI,0.87315476
3A0,0.89311457
3A0,0.8831369
3A0,0.8883761
4OK,0.48870808
1NI,0.87790537
4H3,0.8578828
1JP,0.89446104
b38,0.6222628
b38,0.887373
b90,0.890258
2XO,0.8825178
2XO,0.88984984
2VU,0.87972105
2gg,0.8890811
2ri,0.87859076
2os,0.88212615
2gg,0.8858054
2ri,0.8836709
2or,0.8909879
3G8,0.8925549
2RI,0.8810836
1KX,0.89027727
1KX,0.8905446
1B0,0.8876442
3KM,0.893964
4WR,0.87764806
2RI,0.8893245
6RY,0.89146376
2RI,0.88201
2OS,0.88501155
2OR,0.8870615
1KW,0.8805704
1KW,0.8936901
2GG,0.87975377
1PW,0.8839933
2RI,0.88784045
1KW,0.88421696
2RI,0.8963588
1KM,0.89165986
5OX,0.882755
1KJ,0.88086253
4WU,0.84397906
1HU,0.89315957
1MS,0.8872134
3IK,0.8834807
4M1,0.89489555
1KJ,0.88311195
4YM,0.87564164
2VU,0.87378037
4WU,0.877071
1G1,0.88394606
1G1,0.88692665
1BU,0.8845329
4M1,0.89376926
1G1,0.88994265
2KM,0.88794297
1HT,0.89567053
5VC,0.88094985
6BB,0.8848144
1BC,0.8865938
6BB,0.8758833
3CF,0.89422464
4YL,0.8878992
1KW,0.89969575
1KW,0.879824
4KM,0.8935073
1PW,0.8918284
2GG,0.8856915
1KW,0.88734925
1KW,0.8844056
1RT,0.8870754
4WR,0.78877693
1TN,0.8839344
4E5,0.8804029
4WR,0.7037488
3G8,0.8774406
b04,0.89518833
b2d,0.8856004
b40,0.8628591
b44,0.88191164
bab,0.8406805
2VN,0.8861238
2VN,0.79832417
b2b,0.85717237
6EF,0.7708124
5IU,0.7716688
6EF,0.8856473
6EF,0.80265963
6R3,0.7175928
b14,0.64318895
b15,0.8767662
b18,0.8059074
1FA,0.8938346
3eb,0.8891572
3eb,0.88399154
2qn,0.8926433
2pr,0.8914148
2g9,0.8832959
1z6,0.88732016
2g9,0.885743
3l7,0.88384897
4mi,0.8796237
3l7,0.8907057
3sy,0.8974916
1ex,0.8907957
1z6,0.8880476
4el,0.89161575
3s0,0.85460603
1kt,0.8926574
2qn,0.8811215
4ej,0.89326286
1py,0.8795416
4mi,0.8875378
2qn,0.89062226
3l7,0.89641
1e1,0.8896111
3nc,0.8827405
4mr,0.88097125
3bc,0.8893178
3ms,0.891064
3mr,0.89478695
2gj,0.8895292
3t3,0.8863615
3mr,0.8910098
2qr,0.8835473
3g2,0.8904363
2qr,0.8887145
1gg,0.88574314
2qr,0.8830981
3t3,0.8915466
3mt,0.8909871
3g2,0.88922846
3g2,0.8833677
3mt,0.8858606
3np,0.8863279
3np,0.89840764
1no,0.89284134
1c5,0.8905846
2ql,0.8865365
1no,0.8918007
1k0,0.88110816
1hl,0.88882273
1k0,0.89953125
3np,0.8953422
1ax,0.8870079
3sy,0.89064807
3l7,0.8823414
2g9,0.875642
2g9,0.8889496
4el,0.89444745
1a8,0.8806818
3l7,0.88562787
4mi,0.8979772
6gp,0.8870862
4mi,0.88329446
2qn,0.88069713
1c8,0.87859887
1c8,0.8930197
1h5,0.8929453
3ms,0.88563126
1gf,0.89365447
2gm,0.89086455
7gp,0.8833682
3ms,0.89132345
2am,0.8934283
3ms,0.8901021
2qr,0.8895629
3g2,0.8869972
3g2,0.88586414
3mq,0.8867572
2of,0.89763296
3mt,0.89248675
3t3,0.88648176
8gp,0.89177454
2qr,0.88987046
1b4,0.8903187
3g2,0.8858328
3t3,0.88691694
3mr,0.88599604
3t3,0.88031274
3mt,0.88547075
4ek,0.88211393
1p2,0.8903613
1qm,0.8482832
4ek,0.8845962
2ql,0.89311904
1no,0.8951437
4mh,0.90002936
2py,0.8757782
4mh,0.88670254
4GP,0.8916162
1P2,0.8780502
5LR,0.8836714
1K0,0.8810315
5LR,0.8865983
2AV,0.8880852
6GP,0.8864479
1P2,0.8949833
2AT,0.883958
2AW,0.8798712
2ZB,0.8864282
1L6,0.83748853
2EC,0.88635653
1K0,0.8865034
1L5,0.8808668
1P2,0.8904365
2AZ,0.8751358
2FE,0.88351095
3MT,0.8919128
3MT,0.8889515
5GP,0.87912905
2AS,0.8796064
2QN,0.888597
3BD,0.87113124
3BD,0.8876559
4BQ,0.88127345
3CU,0.89079344
1KT,0.89156866
b18,0.87885886
b1c,0.8928568
b99,0.8805049
b99,0.8810774
b99,0.89006776
b9c,0.88482773
b9f,0.878162
ba0,0.8802099
3A0,0.8984026
4DE,0.8903915
4G1,0.8854224
4P6,0.9003506
4EN,0.8946678
n56,0.0040005976
n66,0.8530488
n6a,0.85405123
n7a,0.69476235
n7c,0.08819778
b34,0.8891407
na0,0.8790987
na1,0.87548447
6K2,0.810058
3ta,0.90224683
2p3,0.8930688
6k2,0.8826849
4YG,0.89105046
5VK,0.89345616
6OA,0.88793993
4DR,0.88136804
4YG,0.8817002
4DR,0.89080095
4YG,0.88467664
2AE,0.88675034
4DS,0.8945656
4YF,0.81272125
7C8,0.8861309
6H9,0.89124
5CA,0.8886534
5VX,0.80294263
5VX,0.66148496
5VX,0.80333364
5VX,0.70877016
6K2,0.89631164
5CA,0.8856543
6HA,0.88645756
6H9,0.8885409
6H9,0.8888577
4YF,0.89482766
5YM,0.89266574
3SI,0.8935095
3TA,0.8897319
5GJ,0.891549
2DW,0.8943614
5YM,0.8920244
3TB,0.8842476
3SI,0.8923687
5VK,0.88792646
7KH,0.8011934
b02,0.8870203
b10,0.89181435
b30,0.88076544
2YF,0.89472497
2YG,0.89381856
2YB,0.8883667
b16,0.8935317
b18,0.8947002
b48,0.8896653
5E6,0.89115846
6gv,0.9000799
6gw,0.8944958
3ry,0.8898735
6gw,0.8895278
3SE,0.88512105
3Q3,0.8887435
3Q3,0.8828298
4RL,0.8839941
4OO,0.88775766
3SJ,0.88744056
4OO,0.8890697
4Z4,0.89014685
3PA,0.8814417
3D2,0.8897888
4Z4,0.8903593
3PA,0.8936402
2OB,0.8812054
5IY,0.90061647
4X0,0.88835526
5LK,0.88569385
4X0,0.8843215
5IY,0.88756144
5ZV,0.8905903
4P2,0.8967314
6H6,0.895105
4RP,0.88337743
5ZV,0.8901838
4WZ,0.8836214
5ZV,0.8810862
4OP,0.8895796
4X0,0.88535774
5IY,0.8942226
4X0,0.8811668
3SL,0.88622254
4P2,0.8969652
6JY,0.8936435
2ZL,0.89073527
2OB,0.82231104
4OP,0.88414127
5IY,0.8856696
3Q6,0.89329255
5KO,0.8921072
2OB,0.8878382
2ZL,0.8877711
6JY,0.8892891
4RP,0.8874151
4WZ,0.8853544
5LF,0.8952695
3Q6,0.8982951
5LK,0.8889122
2ZL,0.8880455
4P1,0.89675605
5IY,0.8930979
4OP,0.88117534
5ZU,0.8890112
4RD,0.90528184
5ZU,0.8889351
4WZ,0.89521056
3AS,0.90107
6IS,0.88868177
3BY,0.89133245
4P2,0.88973725
4RD,0.88943946
5ZV,0.8871008
4RD,0.88698447
5J3,0.8851851
6H7,0.88703555
6H7,0.88917506
6JY,0.88510036
4P3,0.887183
4P1,0.8875683
5LK,0.89873755
4WZ,0.8834079
6H7,0.89038146
4OO,0.88986146
3ON,0.8815606
5F4,0.88788015
3PU,0.8942008
5HZ,0.8876715
3RY,0.8948083
3R6,0.8930503
5F4,0.89517576
3R6,0.88654965
3PU,0.8884228
3LQ,0.8907167
5HZ,0.88780326
4RO,0.89932334
5N7,0.8966362
3Q3,0.8930398
4RM,0.8877284
3LQ,0.9001983
5F4,0.8889424
3PV,0.8910748
7VS,0.8875626
7VS,0.88300407
7EQ,0.89001215
7EQ,0.90133274
6H9,0.8920997
7ER,0.8862963
b00,0.8837512
b0f,0.8930397
b2a,0.881893
3C7,0.8894852
5GL,0.89113283
3C7,0.89897716
3C7,0.89585
3QE,0.8875021
b10,0.9010075
b4a,0.8805003
b54,0.88237333
b55,0.89054364
2WM,0.8829891
4D6,0.8853052
4D7,0.891538
4D7,0.88409215
4D6,0.8850166
4D6,0.88691294
4D6,0.8942728
2WM,0.8942712
2WM,0.88917124
4D6,0.88779056
b0d,0.8784175
b2d,0.8855193
b31,0.8822694
5NC,0.8935505
2B4,0.9002234
5tz,0.8794897
2QZ,0.8757266
4HK,0.88764447
2VG,0.8886778
6JX,0.88978755
7DF,0.89706457
7DF,0.89668036
1H4,0.877569
1BC,0.8851856
7L1,0.89903843
2NQ,0.8401235
5JR,0.87359685
6KW,0.8840087
1XN,0.8908194
5ZI,0.89280367
6KW,0.89447784
4HK,0.8920388
6KW,0.89215505
2QZ,0.8957015
6K9,0.8913903
6KW,0.8855975
6KV,0.89675635
5ZK,0.8803775
6JW,0.8859297
5ZF,0.8887928
1QH,0.89334184
3WP,0.874176
6K9,0.8907674
b47,0.8927522
b48,0.893442
b49,0.89548194
5AF,0.7667183
2YP,0.7871363
4AF,0.88015574
n02,0.10427374
n2d,0.7769013
n2e,0.7906513
n31,0.78901446
n4f,0.3361579
n52,0.22504938
n53,0.6575874
n56,0.18588245
n72,0.09539382
n74,0.20226565
n79,0.08114704
n82,0.023388397
n84,0.121229194
