name,BNN
3N3,0.89273417
2TE,0.885712
4XX,0.89638627
2LA,0.88825876
1G9,0.8944684
1AX,0.8907037
4U3,0.8949711
2FM,0.89174414
2AR,0.8960372
2DT,0.89223325
1HQ,0.9048815
1LE,0.88855803
4XT,0.89818656
2SB,0.8855667
6VC,0.8959316
2AR,0.8905448
6V9,0.8976793
2DU,0.9031847
3UJ,0.8825642
1UK,0.8992357
1LE,0.88821507
2PH,0.9013322
2DU,0.9067872
1QF,0.8856209
2GM,0.9022047
4M3,0.88427496
1WB,0.8898389
2E7,0.8967041
1LU,0.8949898
1RI,0.88614386
1Q8,0.88364077
5AV,0.9039556
5T5,0.88321656
5KX,0.89553773
1LU,0.89738476
2GM,0.8935774
5KX,0.8936552
1GS,0.9004216
1QO,0.9063462
5T7,0.88257617
1UZ,0.8919735
5U3,0.8894168
1V0,0.89264095
5T5,0.9014267
1FA,0.89522135
1DZ,0.8911478
5KX,0.8863185
5EY,0.90021574
1UZ,0.89117396
2E7,0.89266205
1BZ,0.89795625
5EY,0.9022212
5KX,0.8891303
2GN,0.88587874
1CI,0.8997567
1QN,0.88298386
1QO,0.89877844
1Q8,0.8809106
1FN,0.89888656
3WO,0.8808773
3WC,0.88408554
3IP,0.90084285
1LO,0.89572364
1LU,0.89698964
1N4,0.891852
1LO,0.897737
2GN,0.90127534
2GM,0.89685696
2BQ,0.8988988
3WC,0.89283025
1FA,0.8907298
1Q8,0.89083683
1FN,0.89855164
1JX,0.8999624
5T5,0.8953298
1RI,0.88633454
2GN,0.88003176
1LO,0.88254607
1WB,0.8831747
2GN,0.88822573
1DB,0.8829769
4WV,0.8893703
5T5,0.8826439
2AU,0.90120745
1Q8,0.8910531
1CR,0.8906948
5T5,0.88564336
2ZM,0.89501953
2D3,0.90151566
6VG,0.9008366
1FY,0.8939177
1LO,0.9025713
1SB,0.8892921
5T5,0.8899814
1QO,0.89980763
1F9,0.90242183
1SB,0.8926996
2GN,0.8957119
1RI,0.8917366
1LO,0.8914159
2E5,0.8963165
1LO,0.89843243
2GN,0.88751316
1SB,0.88779306
2ZM,0.8958949
1CQ,0.8879139
1V6,0.8922388
2DV,0.90017396
2B7,0.8903481
3ZY,0.89876235
1LE,0.8823778
1AX,0.89350307
3UK,0.8945905
2DT,0.8973509
2DV,0.8944073
1V6,0.88654107
6VA,0.8977253
2DV,0.8896521
1AX,0.88441885
1GN,0.89286375
2EI,0.89473087
1AX,0.89161646
6VA,0.8943659
1V6,0.893288
1V6,0.8996569
1LE,0.8954051
1V6,0.8957623
1V6,0.8905369
2DV,0.8914426
2PE,0.8938478
3ZV,0.89287853
1GZ,0.89473355
1BJ,0.88184404
1SF,0.90099686
1V6,0.89613247
2AR,0.88768417
6AQ,0.89843047
1Q8,0.8884281
6AQ,0.89760303
2E5,0.89607203
b00,0.89311534
b1b,0.90443563
b21,0.89950293
b2c,0.8915003
b2d,0.89884454
b2f,0.88941574
b32,0.8944837
b35,0.9010623
b43,0.89735776
b50,0.8989135
b52,0.889363
b59,0.88787097
b59,0.89006776
b79,0.8957923
b80,0.90448684
b99,0.9041023
4I4,0.9052452
2y9,0.8950168
4I4,0.90270936
4I4,0.89410293
4I4,0.89734524
4I4,0.8950238
4I4,0.8791928
2Y9,0.8986255
4I4,0.8853027
4I4,0.87702245
5YN,0.8888899
4j3,0.892553
2y4,0.8907836
2FH,0.8910354
2FH,0.8805251
2FH,0.88854295
2FH,0.89272785
2FH,0.88281167
6J4,0.8891283
4J3,0.90103436
6J3,0.88801366
4J3,0.88859576
4J3,0.88195527
4J3,0.8914458
4J3,0.8877508
b9e,0.88872117
ba2,0.88905954
ba9,0.8963951
bac,0.88383216
6KZ,0.88187057
3al,0.8876492
6gh,0.8850988
7L6,0.8943224
4N3,0.8835061
1K9,0.89259166
6JJ,0.86728907
3P7,0.88540524
4N3,0.8912056
7L6,0.90539473
4KZ,0.89039296
7L6,0.89909256
4N3,0.886794
2XR,0.8861787
6A7,0.89499235
1K9,0.8944103
6PW,0.88971424
4N3,0.8848959
7L6,0.8823768
4N3,0.89659894
7L6,0.89141214
3P5,0.88689995
4MT,0.90349406
7JU,0.8901887
3P5,0.88903934
4N3,0.90000325
7L6,0.880603
7JU,0.89612484
6PW,0.88859445
6A7,0.88208455
7L6,0.89430845
5VY,0.8831669
1SL,0.88884985
1EG,0.90265846
3ZH,0.8949283
4ZR,0.8944839
1SL,0.887718
2OX,0.8861747
6XI,0.88892585
1SL,0.89153254
5B1,0.8970189
1JZ,0.8858838
2OX,0.8912164
3C2,0.8929305
5K8,0.89368975
6YA,0.87638664
3KQ,0.8919773
2IT,0.88227576
5JQ,0.8906808
5JP,0.89072484
4ZE,0.8944335
2IT,0.8905571
3WB,0.88927686
1WM,0.8900787
1EG,0.9000767
1XP,0.8888842
3WB,0.8907402
1DV,0.8929884
3WB,0.8778618
6GH,0.8994889
4AK,0.89178336
5B1,0.88522005
1WM,0.8798796
4ZE,0.9004208
1XA,0.8890362
6W1,0.79899436
3AL,0.89786637
6PU,0.8813969
3P5,0.8892996
3P5,0.9027556
3VY,0.8898047
3VY,0.89835006
3P5,0.9027232
7L6,0.8974554
3P7,0.8836237
3AL,0.8994421
3WH,0.8821689
4N3,0.8895704
6PY,0.87698174
3WH,0.8928693
3WH,0.89139843
4GK,0.88685143
4EZ,0.8468469
b0b,0.8875953
b1d,0.8726665
b30,0.88667935
b3a,0.883688
5ZH,0.89508504
5ZH,0.89644194
2ZH,0.71796197
3oy,0.8978883
5h9,0.8925212
3ap,0.88686025
6eo,0.8978254
5t7,0.8923384
5e8,0.9013607
3oy,0.89074725
3t1,0.88827246
5du,0.7950773
1kj,0.89000094
6eo,0.8914253
4y2,0.88834983
3ay,0.8978413
3ay,0.8797186
3t2,0.9002678
4lb,0.8916108
5h9,0.8915582
4ym,0.87300223
2xg,0.8858959
4jc,0.88666165
5od,0.9015851
6i7,0.88051635
6i7,0.89416665
6i7,0.8865628
5nf,0.883908
6g0,0.8886671
5e8,0.8784097
5e8,0.89831793
3t1,0.89277613
3zx,0.87774676
4gx,0.89635646
5h9,0.7185173
5h9,0.8803708
4lb,0.8902397
3ap,0.89331657
5oa,0.8906826
3i8,0.8884343
4jc,0.8864002
2nn,0.88504773
5nf,0.89654934
6i7,0.8916171
5nf,0.89448756
6i7,0.89970034
2ZH,0.8860893
4XB,0.89110506
2YY,0.8859228
5NM,0.88476866
2NM,0.899559
2ZH,0.8963262
3GA,0.8876649
2D6,0.88571787
4R9,0.88897836
4Q2,0.88105327
4Q2,0.88694465
4XB,0.88582104
1GZ,0.8949358
1BK,0.88714015
2DY,0.89254034
4Y1,0.8887035
3LS,0.88000786
4R9,0.9002725
5NM,0.90477085
5NL,0.89398354
2YV,0.88747346
2YX,0.90247536
6I7,0.88856316
5NL,0.8934868
5OD,0.88654584
2ZH,0.8867796
3LS,0.9027483
4Y1,0.89295864
4R9,0.89094007
4Q2,0.9027208
2XG,0.8944252
4R9,0.886634
5DU,0.89283943
3WL,0.90122795
4UW,0.8960654
1HL,0.89199466
1SL,0.89564735
1SL,0.8930187
5NF,0.898234
3AP,0.8918185
5EX,0.9038432
3DU,0.89412117
5GZ,0.8809703
3ZS,0.8822651
3ZS,0.8913962
5GZ,0.88949126
3AJ,0.8994797
1IS,0.89490616
3AP,0.891868
5NF,0.8995975
1SL,0.88583434
4UW,0.6140785
4UW,0.88877344
7BE,0.8946024
5T7,0.8872034
3AP,0.8980815
5NF,0.89270747
3M2,0.8825121
3AP,0.89726305
5NF,0.887934
5GA,0.871956
1IS,0.902063
1WL,0.88174075
5IU,0.90041333
5GZ,0.8949847
5GZ,0.89262563
3OJ,0.8897662
3AJ,0.89166564
1IS,0.8969946
3AP,0.8914307
1SL,0.81589353
4BM,0.8840863
5T7,0.8899867
4UW,0.89152753
6QL,0.9040557
4YM,0.890551
4LB,0.9084555
5MW,0.8956216
5GZ,0.89527786
3ZS,0.89350164
3ZS,0.88468295
1WL,0.89585125
7P8,0.8927824
4NO,0.88686484
4YM,0.89111125
6QL,0.8891918
5T7,0.8926705
4YM,0.90863895
3W5,0.88866216
4WV,0.89642113
4BM,0.8941129
1W6,0.9045337
1W6,0.8858801
5E8,0.8957146
1WL,0.8971154
1IS,0.89051026
1KJ,0.88362724
4WV,0.82462883
3WU,0.83928406
3W5,0.8890297
4YM,0.8883314
5DG,0.8874315
1A3,0.8845402
4YL,0.88126975
5OA,0.89406383
3NV,0.8919811
4JC,0.885845
3VK,0.8918446
2EA,0.88674223
3VK,0.8882087
5JP,0.88476104
5T7,0.8985464
6QL,0.9011772
5DG,0.8948596
4LB,0.8945228
5MW,0.8878395
3NV,0.86635625
2GA,0.88670814
5E8,0.885379
5E8,0.8994374
3NV,0.8896147
4LB,0.8776518
6QL,0.8852439
6QL,0.89757603
6FO,0.89492667
6F8,0.916125
1QM,0.8852366
6F6,0.8920474
4LB,0.8797064
6RH,0.89005107
3T2,0.894825
6Y4,0.87071437
3AP,0.8827487
6RH,0.90092933
4LB,0.900006
4BM,0.8899635
4BL,0.9012129
5VW,0.89904106
6QL,0.8920782
6QL,0.9034858
4LB,0.88266146
3NV,0.90438473
5JP,0.89395696
3T1,0.88506633
1W6,0.89412135
1W6,0.88352716
3AK,0.8866247
1KJ,0.8835152
3T1,0.8959653
5NF,0.88937557
4LB,0.8974487
4BL,0.8908335
6QL,0.8937726
4Y2,0.89479077
3I8,0.69127464
6QG,0.8877822
2D6,0.88940537
6Q0,0.90230596
5DU,0.88545895
5H9,0.87640727
3AY,0.8878496
6I7,0.8912792
4Q1,0.89469755
6I7,0.89852494
3AY,0.9036172
3VV,0.8871077
5H9,0.8829913
4GA,0.8836352
2D6,0.8763126
2D6,0.88947594
6QG,0.89478445
6Q1,0.88291883
5DU,0.8791915
5H9,0.8859722
4GX,0.902135
5NL,0.88224375
4XB,0.8878109
6I7,0.8925908
4Q1,0.8876235
6I7,0.8848573
5H9,0.8803283
5DU,0.86977625
2D6,0.8881687
4GA,0.8975829
4Y2,0.8836442
2D6,0.88245535
2YM,0.88837034
5NL,0.8911498
6KX,0.89811575
3ZX,0.8798317
2ZK,0.8905137
6F2,0.8859084
5NM,0.89396954
6KX,0.9038209
3ZX,0.8721174
4XZ,0.89216053
4RL,0.88151056
4Y2,0.89517343
6B8,0.90019023
6B9,0.8941889
6Y7,0.8940733
6H6,0.8840667
6EY,0.8893865
6VT,0.89253616
7TK,0.69711614
3AY,0.8778084
7TR,0.89425004
7N5,0.4340872
7N8,0.8950194
6VT,0.8962084
7RD,0.8832227
b08,0.880645
b29,0.8920576
b2f,0.8902008
b4c,0.8998966
b88,0.7882314
b9a,0.89245
4G9,0.88062143
4G9,0.9009701
3AC,0.89542735
3AC,0.8812915
3AC,0.8865385
n04,0.42099863
n06,0.21099046
n07,0.6886064
n08,0.7108202
b13,0.88760614
b1c,0.89431316
n57,0.7233917
n66,0.9006875
n67,0.7259177
n67,0.69211894
n68,0.86284876
n69,0.87635165
n6e,0.38913167
n70,0.7086292
n72,0.70926946
n74,0.20507255
n76,0.3347074
n79,0.70543236
n7c,0.87681854
n92,0.35815638
n92,0.7433785
n93,0.8819485
n96,0.7003517
n97,0.42848325
n98,0.7669475
n9b,0.5337414
n9f,0.8897152
na3,0.70646673
na5,0.6834237
na5,0.42180234
na6,0.8859202
nb0,0.86426985
nb0,0.8789322
2ZX,0.8821085
2ZX,0.8896898
2ZX,0.90082806
2ZX,0.88636893
5H4,0.89174384
2ZB,0.88458765
4cz,0.8893266
4pf,0.8910653
1jy,0.89222443
1jo,0.9011676
1jn,0.8926734
1jy,0.875796
1DQ,0.89825356
5TG,0.87869424
1AZ,0.8938383
1EN,0.8874521
5BY,0.891037
1EN,0.8932683
1DQ,0.8913018
1DQ,0.8871943
6GW,0.8896836
1EN,0.8972809
4TZ,0.8949007
2EF,0.888957
1C5,0.8936466
2D7,0.89325505
1QD,0.8860213
1DG,0.88434315
2P3,0.88818866
2UU,0.89327896
3CN,0.89624757
1DQ,0.9024658
1DQ,0.8934023
3EN,0.8850964
2P3,0.90384567
1CN,0.8869525
4PC,0.8874318
1DQ,0.8944395
2JE,0.8825096
2OW,0.8966174
4K1,0.9021705
3A0,0.89052564
1NL,0.8930067
4I3,0.89022076
1JY,0.88504803
4K1,0.9038366
1CE,0.9000084
3U4,0.894818
1TE,0.8862343
3SN,0.8808209
1I3,0.88639987
1GI,0.89276487
5WE,0.89885676
4L8,0.89809847
2CY,0.88400906
2CT,0.8860938
2CW,0.8831835
2JE,0.89423096
4NO,0.90356606
4K2,0.89712036
5YG,0.89425915
1JO,0.88876885
4K2,0.89930344
1QN,0.8962458
5CN,0.90325433
1BX,0.88554037
4H5,0.90120393
1NX,0.8936118
1WU,0.8867427
2OV,0.89589345
3RS,0.88685066
3RR,0.88091433
1JY,0.8915552
1JB,0.90288484
1SC,0.88976336
1SC,0.89010966
1H9,0.8861455
2JD,0.8952713
1JU,0.89585245
1AP,0.8901316
1GK,0.8910203
1JW,0.89099634
4P1,0.88553315
1H9,0.89889926
1CJ,0.90099365
2EN,0.8979
6CJ,0.8815581
2D3,0.88067883
2JE,0.87978303
2CN,0.8946083
2D3,0.89725494
1XQ,0.88298523
3D4,0.8894777
5U3,0.8920013
1JN,0.8951732
4PF,0.87872887
1QG,0.89400303
1CO,0.89611197
4Z8,0.90605706
2P2,0.89126265
3SH,0.89817107
1VL,0.90013325
1QD,0.88646924
1HQ,0.8903985
3AX,0.89268
1CV,0.89027536
1ON,0.883581
1VA,0.89368534
4TY,0.8948019
4CZ,0.8873286
5UU,0.8942647
1VA,0.9000891
1MV,0.88987
5Z5,0.90600985
7MG,0.893813
7MG,0.88985884
4MY,0.8722512
b3a,0.902202
b3d,0.89232147
b42,0.89840734
b9e,0.88560027
7KM,0.88736165
3vz,0.8860012
3lm,0.89328444
2bm,0.89725363
1VB,0.8737346
3VY,0.88627243
3VY,0.89119625
5KR,0.889511
5TQ,0.8943154
5XF,0.89563817
4DD,0.8833817
5XF,0.8912606
3LM,0.8858054
5AV,0.8890263
4PI,0.8833698
4PI,0.8924519
4AK,0.89511853
7V4,0.90074384
4PI,0.8937519
6FL,0.8920668
1X1,0.88182086
1J4,0.8993398
5GV,0.88557243
5EX,0.8926293
6FL,0.89376545
5M6,0.87795085
4PI,0.886322
1C3,0.883842
6FL,0.87928486
3LL,0.898716
3MI,0.8927743
7V4,0.8937395
1JO,0.8790482
1C3,0.87821853
3WO,0.896328
3LL,0.8823554
3MI,0.8921751
3MI,0.8785254
1C3,0.87521
3WO,0.8859323
3R5,0.8910674
3VZ,0.8885902
2BN,0.887078
1XX,0.89619035
3R5,0.891564
3VZ,0.89145356
3VZ,0.8751472
3R5,0.88377887
1XX,0.8924726
2BM,0.8937305
2BM,0.88861096
b23,0.8901475
b41,0.8913921
b41,0.89009225
ba3,0.8910414
4OI,0.8719018
1B2,0.89930904
8A9,0.8973657
1NP,0.89238185
1XD,0.90080243
1BW,0.88274574
1XD,0.8975878
1KJ,0.87782395
3DZ,0.90225285
4PD,0.8881652
1MS,0.8917227
4OI,0.88544637
3A0,0.894183
3A0,0.89154834
3A0,0.8936367
4OK,0.61245906
1NI,0.8842963
4H3,0.8870962
1JP,0.8852525
b38,0.7152872
b38,0.8880245
b90,0.88044816
2XO,0.8883073
2XO,0.8824836
2VU,0.88499343
2gg,0.8886067
2ri,0.8905632
2os,0.88521975
2gg,0.88521004
2ri,0.8796295
2or,0.88975734
3G8,0.873728
2RI,0.8918408
1KX,0.8920134
1KX,0.8970095
1B0,0.8954013
3KM,0.8787921
4WR,0.7160956
2RI,0.89220524
6RY,0.88142204
2RI,0.8800003
2OS,0.87768966
2OR,0.8821718
1KW,0.89870226
1KW,0.89305514
2GG,0.86960524
1PW,0.8933058
2RI,0.8842964
1KW,0.8926012
2RI,0.8893822
1KM,0.884868
5OX,0.890814
1KJ,0.87594336
4WU,0.87573737
1HU,0.8886625
1MS,0.8978488
3IK,0.88357306
4M1,0.8970211
1KJ,0.89580184
4YM,0.78918433
2VU,0.8870778
4WU,0.8670103
1G1,0.90411824
1G1,0.89532965
1BU,0.8813362
4M1,0.8784763
1G1,0.88656396
2KM,0.893514
1HT,0.89321375
5VC,0.905386
6BB,0.8889594
1BC,0.8874254
6BB,0.88144016
3CF,0.88243437
4YL,0.8808404
1KW,0.8885935
1KW,0.8849228
4KM,0.88963234
1PW,0.89100665
2GG,0.87861407
1KW,0.8943502
1KW,0.89206105
1RT,0.8914388
4WR,0.8331925
1TN,0.8614771
4E5,0.8882101
4WR,0.86237323
3G8,0.88344765
b04,0.89784354
b2d,0.8732079
b40,0.8822257
b44,0.87878263
bab,0.87561035
2VN,0.88436353
2VN,0.88146555
b2b,0.87172604
6EF,0.88372195
5IU,0.8829805
6EF,0.8923588
6EF,0.7274298
6R3,0.79730666
b14,0.71013105
b15,0.87595165
b18,0.8608837
1FA,0.8923729
3eb,0.88258207
3eb,0.87856495
2qn,0.7218025
2pr,0.8725726
2g9,0.8802484
1z6,0.88023853
2g9,0.8846661
3l7,0.89234877
4mi,0.8946479
3l7,0.8882558
3sy,0.88516015
1ex,0.8854326
1z6,0.891961
4el,0.8790781
3s0,0.7071277
1kt,0.8855898
2qn,0.8813035
4ej,0.8906086
1py,0.89613307
4mi,0.8831708
2qn,0.8857907
3l7,0.89144313
1e1,0.8834103
3nc,0.8866002
4mr,0.89392024
3bc,0.8841952
3ms,0.8887232
3mr,0.8837452
2gj,0.8869507
3t3,0.8894866
3mr,0.88534546
2qr,0.90468967
3g2,0.87851584
2qr,0.89939153
1gg,0.8864428
2qr,0.87681216
3t3,0.8764516
3mt,0.88878834
3g2,0.8878862
3g2,0.8886719
3mt,0.87768966
3np,0.8843914
3np,0.8808613
1no,0.88825095
1c5,0.87922823
2ql,0.8927263
1no,0.89425373
1k0,0.8898864
1hl,0.89486015
1k0,0.8961465
3np,0.8850745
1ax,0.8890604
3sy,0.8957449
3l7,0.88397205
2g9,0.8878951
2g9,0.87461674
4el,0.8728512
1a8,0.8901757
3l7,0.8866598
4mi,0.88467467
6gp,0.88492364
4mi,0.8662289
2qn,0.90675336
1c8,0.8936144
1c8,0.886817
1h5,0.8904568
3ms,0.8823904
1gf,0.8958143
2gm,0.89978254
7gp,0.8892106
3ms,0.894104
2am,0.89709663
3ms,0.87523144
2qr,0.8801468
3g2,0.8952185
3g2,0.8855513
3mq,0.8903305
2of,0.8976215
3mt,0.8815705
3t3,0.8931526
8gp,0.8794473
2qr,0.8822997
1b4,0.8812957
3g2,0.90355074
3t3,0.8807908
3mr,0.8772882
3t3,0.8928808
3mt,0.8914917
4ek,0.88632804
1p2,0.87749803
1qm,0.87384045
4ek,0.88444823
2ql,0.8839649
1no,0.88085794
4mh,0.8858536
2py,0.8835845
4mh,0.89276636
4GP,0.8908079
1P2,0.88300025
5LR,0.8842617
1K0,0.8778207
5LR,0.9105364
2AV,0.89335126
6GP,0.8995069
1P2,0.88465613
2AT,0.8841586
2AW,0.89020014
2ZB,0.8927104
1L6,0.89348
2EC,0.8857032
1K0,0.89974576
1L5,0.874848
1P2,0.8864145
2AZ,0.888315
2FE,0.8838211
3MT,0.8830714
3MT,0.88039744
5GP,0.8979336
2AS,0.8871273
2QN,0.88920087
3BD,0.89999163
3BD,0.88937646
4BQ,0.8879544
3CU,0.87489617
1KT,0.89448357
b18,0.74061745
b1c,0.8938966
b99,0.87662876
b99,0.88072413
b99,0.8862963
b9c,0.69925547
b9f,0.8828017
ba0,0.8825718
3A0,0.8999008
4DE,0.8859113
4G1,0.8845851
4P6,0.8927592
4EN,0.90164024
n56,0.15968505
n66,0.72174346
n6a,0.8570272
n7a,0.17871097
n7c,0.38254791
b34,0.88673437
na0,0.87090266
na1,0.8956073
6K2,0.8926581
3ta,0.9007541
2p3,0.8869127
6k2,0.8936993
4YG,0.8909251
5VK,0.8824434
6OA,0.88144743
4DR,0.8900911
4YG,0.8985987
4DR,0.8860925
4YG,0.8864747
2AE,0.8916181
4DS,0.9017514
4YF,0.8847842
7C8,0.89446783
6H9,0.9053017
5CA,0.8857713
5VX,0.8803155
5VX,0.7004738
5VX,0.8417433
5VX,0.78985655
6K2,0.89260215
5CA,0.88421136
6HA,0.89324284
6H9,0.88902986
6H9,0.89820623
4YF,0.8881817
5YM,0.89251244
3SI,0.88699234
3TA,0.89652014
5GJ,0.88982993
2DW,0.8040907
5YM,0.9001234
3TB,0.9014772
3SI,0.8846544
5VK,0.89323425
7KH,0.876536
b02,0.8857705
b10,0.89324963
b30,0.8860388
2YF,0.8756887
2YG,0.88489306
2YB,0.8985733
b16,0.9002013
b18,0.8913315
b48,0.8864468
5E6,0.88879836
6gv,0.8893863
6gw,0.89824164
3ry,0.90439385
6gw,0.8946064
3SE,0.87687016
3Q3,0.8961202
3Q3,0.87588704
4RL,0.8869082
4OO,0.88864994
3SJ,0.8767028
4OO,0.8814375
4Z4,0.8815781
3PA,0.8863848
3D2,0.90282786
4Z4,0.8734503
3PA,0.89554405
2OB,0.88785994
5IY,0.8878282
4X0,0.88466436
5LK,0.8789921
4X0,0.88347626
5IY,0.89742005
5ZV,0.8861281
4P2,0.8935164
6H6,0.89199626
4RP,0.8785237
5ZV,0.8907035
4WZ,0.8694644
5ZV,0.89265233
4OP,0.88899887
4X0,0.88595706
5IY,0.8941809
4X0,0.8960965
3SL,0.89083254
4P2,0.89281195
6JY,0.88766897
2ZL,0.89244664
2OB,0.8852495
4OP,0.89970034
5IY,0.8935026
3Q6,0.87873346
5KO,0.88760424
2OB,0.89510345
2ZL,0.88739806
6JY,0.8881828
4RP,0.8982927
4WZ,0.87518823
5LF,0.882839
3Q6,0.8978235
5LK,0.89033633
2ZL,0.8942499
4P1,0.89097536
5IY,0.89566076
4OP,0.8747635
5ZU,0.8877865
4RD,0.8866474
5ZU,0.876169
4WZ,0.89548194
3AS,0.90148103
6IS,0.8858776
3BY,0.8846985
4P2,0.88796586
4RD,0.87512875
5ZV,0.9043628
4RD,0.87412375
5J3,0.8770453
6H7,0.8781463
6H7,0.8961359
6JY,0.88996696
4P3,0.88314164
4P1,0.8858452
5LK,0.8951055
4WZ,0.8875472
6H7,0.8982692
4OO,0.8787705
3ON,0.8917966
5F4,0.883663
3PU,0.88759357
5HZ,0.88050544
3RY,0.9052514
3R6,0.8835653
5F4,0.88711107
3R6,0.9023045
3PU,0.88995993
3LQ,0.8992939
5HZ,0.883279
4RO,0.8915914
5N7,0.9028269
3Q3,0.88834363
4RM,0.8854128
3LQ,0.8936626
5F4,0.8809816
3PV,0.8867339
7VS,0.88850224
7VS,0.8865487
7EQ,0.9018725
7EQ,0.8863667
6H9,0.8931548
7ER,0.8857967
b00,0.8990656
b0f,0.8908967
b2a,0.8936453
3C7,0.88295126
5GL,0.8873786
3C7,0.89955264
3C7,0.88718593
3QE,0.8873986
b10,0.89894456
b4a,0.888285
b54,0.88827294
b55,0.8928951
2WM,0.88883686
4D6,0.87926835
4D7,0.8833374
4D7,0.89366275
4D6,0.88688916
4D6,0.88969916
4D6,0.8800186
2WM,0.8878754
2WM,0.8870056
4D6,0.885129
b0d,0.8748666
b2d,0.8785785
b31,0.88526076
5NC,0.89334047
2B4,0.89099157
5tz,0.8941299
2QZ,0.89207906
4HK,0.8927153
2VG,0.8817301
6JX,0.89740276
7DF,0.8978308
7DF,0.8948471
1H4,0.8947166
1BC,0.89708674
7L1,0.8873102
2NQ,0.88583404
5JR,0.8769733
6KW,0.8833462
1XN,0.8853382
5ZI,0.8822543
6KW,0.88454276
4HK,0.89762926
6KW,0.8949547
2QZ,0.89301825
6K9,0.8971325
6KW,0.8745142
6KV,0.88914186
5ZK,0.8955698
6JW,0.88773745
5ZF,0.8899349
1QH,0.88525504
3WP,0.8944998
6K9,0.90081567
b47,0.887699
b48,0.89385426
b49,0.88632536
5AF,0.8022688
2YP,0.8678706
4AF,0.8844577
n02,0.042431228
n2d,0.88896513
n2e,0.8872229
n31,0.87460554
n4f,0.28561178
n52,0.323126
n53,0.7089501
n56,0.023983765
n72,0.30153275
n74,0.16818357
n79,0.05406152
n82,0.1603827
n84,0.012366551
n84,0.0060468153
